Curriculum_Name,Job_Title,Coverage,Relevance,Matches_Count,Gaps_Count,Matched_Skills,Gap_Skills
CS Game Development,Network Architect,18.0%,61.1%,11,50,"cybersecurity, database design, design patterns, html, network security, python, r programming, software engineering, system design, virtualization, web development","a/b testing, amazon web services, api development, cisco ios, cloud architecture, cloud security, cloud storage, data analysis, data analytics, data governance, data integration, data mining, data pipeline, data pipelines, data quality, data validation, data visualization, data warehouse, database administration, deep learning, devops, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, integration testing, javascript, jquery, kubernetes, linux, machine learning, microservices, microsoft sql server, mysql, nosql, object oriented programming, penetration testing, postgresql, rest api, rest apis, service oriented architecture, shell scripting, software development lifecycle, sql server, statistics, unit testing, web services, windows server"
IT Web Development,Data Scientist,17.7%,40.0%,14,65,"cybersecurity, data integration, database design, database modeling, html, integration testing, linux, microservices, mysql, python, r programming, software engineering, system design, web development","a/b testing, ab testing, amazon web services, artificial intelligence, azure data factory, bayesian modeling, big query, cloud architecture, cloud storage, computer vision, data analysis, data analytics, data cleaning, data cleansing, data extraction, data governance, data ingestion, data lake, data lineage, data mart, data mining, data pipeline, data pipelines, data preprocessing, data profiling, data quality, data transformation, data validation, data visualization, data warehouse, data warehousing, data wrangling, deep learning, devops, distributed systems, docker, exploratory data analysis, feature engineering, github, google cloud, hypothesis testing, information security, javascript, kubernetes, machine learning, master data management, ml models, model deployment, model tuning, natural language processing, nosql, postgresql, recommendation systems, recommender systems, reinforcement learning, rest api, rest apis, software development lifecycle, spark sql, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Data Analyst,18.0%,31.4%,11,50,"data integration, database design, html, integration testing, linux, mysql, python, r programming, software engineering, system design, web development","a/b testing, artificial intelligence, big query, computer vision, data analysis, data analytics, data cleaning, data cleansing, data extraction, data governance, data lake, data lineage, data loading, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data transformation, data validation, data visualization, data warehouse, data warehousing, data wrangling, database administration, devops, dimensional modeling, distributed systems, docker, exploratory data analysis, github, hypothesis testing, javascript, machine learning, master data management, microsoft sql server, natural language processing, nosql, object oriented programming, postgresql, query optimization, rest api, rest apis, shell scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Data Engineer,17.8%,45.7%,16,74,"cybersecurity, data integration, database design, design patterns, html, integration testing, linux, microservices, mysql, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, apache airflow, api development, artificial intelligence, azure data factory, big query, cloud architecture, cloud security, cloud sql, computer vision, data analysis, data analytics, data catalog, data cleaning, data cleansing, data extraction, data governance, data ingestion, data lake, data lakes, data lineage, data loading, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data transformation, data validation, data visualization, data warehouse, data warehousing, data wrangling, database administration, deep learning, devops, dimensional modeling, distributed systems, docker, exploratory data analysis, feature engineering, github, google cloud, hypothesis testing, informatica data quality, information security, javascript, jquery, kubernetes, machine learning, master data management, microsoft sql server, ml models, model tuning, natural language processing, nosql, object oriented programming, postgresql, query optimization, reinforcement learning, rest api, rest apis, restful api, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Database Administrator,27.3%,51.4%,18,48,"cybersecurity, data integration, database design, database modeling, design patterns, html, integration testing, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","amazon web services, artificial intelligence, azure sql, cloud architecture, cloud storage, computer vision, data analysis, data analytics, data cleansing, data extraction, data governance, data ingestion, data loading, data mart, data mining, data quality, data transformation, data validation, data visualization, data warehouse, data warehousing, database administration, deep learning, devops, dimensional modeling, distributed systems, docker, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, machine learning, master data management, microsoft sql server, nosql, postgresql, query optimization, rest api, rest apis, shell scripting, software development lifecycle, sql scripting, sql server, statistics, unit testing, web services"
IT Web Development,Data and Analytics Manager,21.1%,42.9%,15,56,"cybersecurity, data integration, database design, database modeling, design patterns, html, linux, mysql, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, artificial intelligence, cloud architecture, data analysis, data analytics, data catalog, data cleaning, data cleansing, data extraction, data governance, data ingestion, data lake, data lakes, data lineage, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data transformation, data validation, data vault, data visualization, data warehouse, data warehousing, data wrangling, database administration, deep learning, devops, distributed systems, docker, exploratory data analysis, github, google cloud, hypothesis testing, javascript, jquery, machine learning, master data management, microsoft sql server, ml models, model deployment, natural language processing, nosql, object oriented programming, recommendation systems, restful api, software development lifecycle, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Artificial Intelligence,21.0%,48.6%,17,64,"cybersecurity, data integration, database design, design patterns, html, integration testing, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, artificial intelligence, azure sql, azure sql database, cloud architecture, cloud storage, computer vision, data analysis, data analytics, data cleaning, data cleansing, data extraction, data governance, data ingestion, data lake, data lakes, data mart, data mining, data pipeline, data pipelines, data quality, data transformation, data visualization, data warehouse, data warehousing, deep learning, devops, dimensional modeling, distributed systems, docker, feature engineering, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, machine learning, microsoft sql server, ml models, model deployment, natural language processing, nosql, object oriented programming, penetration testing, recommendation systems, recommender systems, reinforcement learning, rest api, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Data Visualization Expert,19.1%,48.6%,17,72,"cybersecurity, data integration, database design, database modeling, design patterns, html, integration testing, linux, microservices, mysql, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, ab testing, amazon web services, artificial intelligence, azure data factory, azure sql, cisco ios, cloud architecture, computer vision, data analysis, data analytics, data cleaning, data cleansing, data extraction, data governance, data ingestion, data lake, data lakes, data lineage, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data transformation, data validation, data visualization, data warehouse, data warehousing, data wrangling, database administration, deep learning, devops, dimensional modeling, distributed systems, docker, exploratory data analysis, feature engineering, github, google cloud, hypothesis testing, information security, infrastructure monitoring, javascript, jquery, kubernetes, machine learning, master data management, microsoft sql server, ml models, natural language processing, nosql, object oriented programming, penetration testing, postgresql, power query, query optimization, recommendation systems, recommender systems, reinforcement learning, rest api, rest apis, shell scripting, software development lifecycle, spark sql, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Big Data Engineer,18.9%,48.6%,17,73,"cybersecurity, data integration, database design, design patterns, html, integration testing, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","amazon web services, apache airflow, api development, artificial intelligence, azure data factory, azure sql, big query, cloud architecture, cloud security, cloud storage, data analysis, data analytics, data catalog, data cleansing, data extraction, data governance, data ingestion, data lake, data lakes, data lineage, data loading, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data transformation, data validation, data vault, data visualization, data warehouse, data warehousing, data wrangling, database administration, deep learning, devops, dimensional modeling, dimensional modelling, distributed systems, docker, exploratory data analysis, github, google cloud, hypothesis testing, informatica data quality, information security, javascript, jquery, kubernetes, machine learning, master data management, microsoft sql server, ml models, natural language processing, nosql, object oriented programming, postgresql, rest api, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql scripting, sql server, statistical modeling, statistics, travis ci, unit testing, web services"
IT Web Development,IT Consultant,35.3%,34.3%,12,22,"cybersecurity, database design, design patterns, html, integration testing, linux, network security, python, r programming, software engineering, system design, windows server","cloud security, computer vision, data analysis, data analytics, data governance, data mining, data quality, data validation, data visualization, database administration, deep learning, devops, google cloud, information security, javascript, master data management, penetration testing, postgresql, software development lifecycle, statistics, unit testing, web services"
IT Web Development,IT Systems Administrator,28.3%,37.1%,13,33,"cybersecurity, database design, html, integration testing, linux, mysql, network security, python, r programming, software engineering, system design, virtualization, windows server","amazon web services, cisco ios, cloud architecture, cloud security, cloud storage, data analysis, data analytics, data extraction, data validation, data visualization, data warehouse, database administration, devops, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, kubernetes, machine learning, microsoft sql server, nosql, penetration testing, postgresql, query optimization, shell scripting, software development lifecycle, sql server, statistics, unit testing, web services"
IT Web Development,Cloud Architect,21.6%,45.7%,16,58,"cybersecurity, data integration, database design, design patterns, html, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","amazon web services, api development, artificial intelligence, azure data factory, azure sql, cloud architecture, cloud security, cloud storage, computer vision, data analysis, data analytics, data cleansing, data governance, data ingestion, data lake, data lineage, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data visualization, data warehouse, data warehousing, database administration, deep learning, devops, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, machine learning, master data management, microsoft sql server, natural language processing, nosql, object oriented programming, penetration testing, postgresql, recommendation systems, rest api, rest apis, restful api, service oriented architecture, shell scripting, software development lifecycle, sql server, statistics, travis ci, unit testing, web services"
IT Web Development,Cloud Services Developer,23.6%,48.6%,17,55,"cybersecurity, data integration, database design, design patterns, html, integration testing, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, artificial intelligence, azure sql, cloud architecture, cloud security, cloud sql, computer vision, data analysis, data analytics, data cleansing, data ingestion, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data visualization, data warehouse, data warehousing, database administration, deep learning, devops, dimensional modeling, distributed systems, docker, feature engineering, github, google cloud, information security, javascript, jquery, kubernetes, machine learning, microsoft sql server, natural language processing, nosql, object oriented programming, postgresql, rest api, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql server, statistical modeling, statistics, travis ci, unit testing, web services"
IT Web Development,Full Stack Developer,26.9%,51.4%,18,49,"cybersecurity, data integration, database design, database modeling, design patterns, html, integration testing, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, artificial intelligence, azure sql, cloud architecture, cloud security, computer vision, data analysis, data analytics, data ingestion, data lake, data mining, data pipeline, data pipelines, data visualization, data warehouse, database administration, deep learning, devops, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, machine learning, microsoft sql server, natural language processing, nosql, object oriented programming, postgresql, query optimization, rest api, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Web Development,Information Security Analyst,28.6%,40.0%,14,35,"cybersecurity, data integration, database design, design patterns, html, linux, mysql, network security, python, r programming, software engineering, system design, virtualization, windows server","amazon web services, artificial intelligence, cisco ios, cloud security, cloud storage, data analysis, data analytics, data extraction, data governance, data mart, data mining, data quality, data transformation, data validation, data visualization, data warehouse, database administration, deep learning, devops, github, google cloud, information security, javascript, jquery, machine learning, microsoft sql server, penetration testing, postgresql, query optimization, shell scripting, software development lifecycle, sql scripting, sql server, statistics, web services"
IT Web Development,Network Architect,27.9%,48.6%,17,44,"cybersecurity, data integration, database design, design patterns, html, integration testing, linux, microservices, mysql, network security, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, cisco ios, cloud architecture, cloud security, cloud storage, data analysis, data analytics, data governance, data mining, data pipeline, data pipelines, data quality, data validation, data visualization, data warehouse, database administration, deep learning, devops, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, machine learning, microsoft sql server, nosql, object oriented programming, penetration testing, postgresql, rest api, rest apis, service oriented architecture, shell scripting, software development lifecycle, sql server, statistics, unit testing, web services"
IT Network Technology,Data Scientist,26.6%,77.8%,21,58,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, database modeling, devops, html, integration testing, linux, machine learning, microservices, python, r programming, rest api, software engineering, system design, web development","a/b testing, ab testing, amazon web services, azure data factory, bayesian modeling, big query, cloud architecture, cloud storage, computer vision, data analysis, data cleaning, data cleansing, data extraction, data ingestion, data lake, data lineage, data mart, data mining, data pipeline, data pipelines, data preprocessing, data profiling, data quality, data validation, data warehouse, data warehousing, data wrangling, deep learning, distributed systems, docker, exploratory data analysis, feature engineering, github, google cloud, hypothesis testing, information security, javascript, kubernetes, master data management, ml models, model deployment, model tuning, mysql, natural language processing, nosql, postgresql, recommendation systems, recommender systems, reinforcement learning, rest apis, software development lifecycle, spark sql, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Data Analyst,29.5%,66.7%,18,43,"artificial intelligence, data analytics, data governance, data integration, data transformation, data visualization, database design, devops, html, integration testing, linux, machine learning, python, r programming, rest api, software engineering, system design, web development","a/b testing, big query, computer vision, data analysis, data cleaning, data cleansing, data extraction, data lake, data lineage, data loading, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data warehouse, data warehousing, data wrangling, database administration, dimensional modeling, distributed systems, docker, exploratory data analysis, github, hypothesis testing, javascript, master data management, microsoft sql server, mysql, natural language processing, nosql, object oriented programming, postgresql, query optimization, rest apis, shell scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Data Engineer,25.6%,85.2%,23,67,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, design patterns, devops, html, integration testing, linux, machine learning, microservices, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, apache airflow, api development, azure data factory, big query, cloud architecture, cloud security, cloud sql, computer vision, data analysis, data catalog, data cleaning, data cleansing, data extraction, data ingestion, data lake, data lakes, data lineage, data loading, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data warehouse, data warehousing, data wrangling, database administration, deep learning, dimensional modeling, distributed systems, docker, exploratory data analysis, feature engineering, github, google cloud, hypothesis testing, informatica data quality, information security, javascript, jquery, kubernetes, master data management, microsoft sql server, ml models, model tuning, mysql, natural language processing, nosql, object oriented programming, postgresql, query optimization, reinforcement learning, rest apis, restful api, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Database Administrator,37.9%,92.6%,25,41,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, database modeling, design patterns, devops, html, integration testing, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","amazon web services, azure sql, cloud architecture, cloud storage, computer vision, data analysis, data cleansing, data extraction, data ingestion, data loading, data mart, data mining, data quality, data validation, data warehouse, data warehousing, database administration, deep learning, dimensional modeling, distributed systems, docker, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, master data management, microsoft sql server, mysql, nosql, postgresql, query optimization, rest apis, shell scripting, software development lifecycle, sql scripting, sql server, statistics, unit testing, web services"
IT Network Technology,Data and Analytics Manager,29.6%,77.8%,21,50,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, database modeling, design patterns, devops, html, linux, machine learning, python, r programming, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, cloud architecture, data analysis, data catalog, data cleaning, data cleansing, data extraction, data ingestion, data lake, data lakes, data lineage, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data vault, data warehouse, data warehousing, data wrangling, database administration, deep learning, distributed systems, docker, exploratory data analysis, github, google cloud, hypothesis testing, javascript, jquery, master data management, microsoft sql server, ml models, model deployment, mysql, natural language processing, nosql, object oriented programming, recommendation systems, restful api, software development lifecycle, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Artificial Intelligence,29.6%,88.9%,24,57,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, design patterns, devops, html, integration testing, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, azure sql, azure sql database, cloud architecture, cloud storage, computer vision, data analysis, data cleaning, data cleansing, data extraction, data ingestion, data lake, data lakes, data mart, data mining, data pipeline, data pipelines, data quality, data warehouse, data warehousing, deep learning, dimensional modeling, distributed systems, docker, feature engineering, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, microsoft sql server, ml models, model deployment, mysql, natural language processing, nosql, object oriented programming, penetration testing, recommendation systems, recommender systems, reinforcement learning, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Data Visualization Expert,28.1%,92.6%,25,64,"artificial intelligence, cisco ios, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, database modeling, design patterns, devops, html, integration testing, linux, machine learning, microservices, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","a/b testing, ab testing, amazon web services, azure data factory, azure sql, cloud architecture, computer vision, data analysis, data cleaning, data cleansing, data extraction, data ingestion, data lake, data lakes, data lineage, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data warehouse, data warehousing, data wrangling, database administration, deep learning, dimensional modeling, distributed systems, docker, exploratory data analysis, feature engineering, github, google cloud, hypothesis testing, information security, infrastructure monitoring, javascript, jquery, kubernetes, master data management, microsoft sql server, ml models, mysql, natural language processing, nosql, object oriented programming, penetration testing, postgresql, power query, query optimization, recommendation systems, recommender systems, reinforcement learning, rest apis, shell scripting, software development lifecycle, spark sql, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Big Data Engineer,26.7%,88.9%,24,66,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, design patterns, devops, html, integration testing, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","amazon web services, apache airflow, api development, azure data factory, azure sql, big query, cloud architecture, cloud security, cloud storage, data analysis, data catalog, data cleansing, data extraction, data ingestion, data lake, data lakes, data lineage, data loading, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data vault, data warehouse, data warehousing, data wrangling, database administration, deep learning, dimensional modeling, dimensional modelling, distributed systems, docker, exploratory data analysis, github, google cloud, hypothesis testing, informatica data quality, information security, javascript, jquery, kubernetes, master data management, microsoft sql server, ml models, mysql, natural language processing, nosql, object oriented programming, postgresql, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql scripting, sql server, statistical modeling, statistics, travis ci, unit testing, web services"
IT Network Technology,IT Consultant,47.1%,59.3%,16,18,"cybersecurity, data analytics, data governance, data visualization, database design, design patterns, devops, html, integration testing, linux, network security, python, r programming, software engineering, system design, windows server","cloud security, computer vision, data analysis, data mining, data quality, data validation, database administration, deep learning, google cloud, information security, javascript, master data management, penetration testing, postgresql, software development lifecycle, statistics, unit testing, web services"
IT Network Technology,IT Systems Administrator,37.0%,63.0%,17,29,"cisco ios, cybersecurity, data analytics, data visualization, database design, devops, html, integration testing, linux, machine learning, network security, python, r programming, software engineering, system design, virtualization, windows server","amazon web services, cloud architecture, cloud security, cloud storage, data analysis, data extraction, data validation, data warehouse, database administration, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, kubernetes, microsoft sql server, mysql, nosql, penetration testing, postgresql, query optimization, shell scripting, software development lifecycle, sql server, statistics, unit testing, web services"
IT Network Technology,Cloud Architect,29.7%,81.5%,22,52,"artificial intelligence, cybersecurity, data analytics, data governance, data integration, data visualization, database design, design patterns, devops, html, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","amazon web services, api development, azure data factory, azure sql, cloud architecture, cloud security, cloud storage, computer vision, data analysis, data cleansing, data ingestion, data lake, data lineage, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data validation, data warehouse, data warehousing, database administration, deep learning, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, master data management, microsoft sql server, mysql, natural language processing, nosql, object oriented programming, penetration testing, postgresql, recommendation systems, rest apis, restful api, service oriented architecture, shell scripting, software development lifecycle, sql server, statistics, travis ci, unit testing, web services"
IT Network Technology,Cloud Services Developer,30.6%,81.5%,22,50,"artificial intelligence, cybersecurity, data analytics, data integration, data visualization, database design, design patterns, devops, html, integration testing, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, azure sql, cloud architecture, cloud security, cloud sql, computer vision, data analysis, data cleansing, data ingestion, data mart, data mining, data pipeline, data pipelines, data profiling, data quality, data warehouse, data warehousing, database administration, deep learning, dimensional modeling, distributed systems, docker, feature engineering, github, google cloud, information security, javascript, jquery, kubernetes, microsoft sql server, mysql, natural language processing, nosql, object oriented programming, postgresql, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, spark sql, sql server, statistical modeling, statistics, travis ci, unit testing, web services"
IT Network Technology,Full Stack Developer,34.3%,85.2%,23,44,"artificial intelligence, cybersecurity, data analytics, data integration, data visualization, database design, database modeling, design patterns, devops, html, integration testing, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, azure sql, cloud architecture, cloud security, computer vision, data analysis, data ingestion, data lake, data mining, data pipeline, data pipelines, data warehouse, database administration, deep learning, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, microsoft sql server, mysql, natural language processing, nosql, object oriented programming, postgresql, query optimization, rest apis, restful api, restful apis, service oriented architecture, shell scripting, software development lifecycle, sql scripting, sql server, statistical modeling, statistics, unit testing, web services"
IT Network Technology,Information Security Analyst,42.9%,77.8%,21,28,"artificial intelligence, cisco ios, cybersecurity, data analytics, data governance, data integration, data transformation, data visualization, database design, design patterns, devops, html, linux, machine learning, network security, python, r programming, software engineering, system design, virtualization, windows server","amazon web services, cloud security, cloud storage, data analysis, data extraction, data mart, data mining, data quality, data validation, data warehouse, database administration, deep learning, github, google cloud, information security, javascript, jquery, microsoft sql server, mysql, penetration testing, postgresql, query optimization, shell scripting, software development lifecycle, sql scripting, sql server, statistics, web services"
IT Network Technology,Network Architect,37.7%,85.2%,23,38,"cisco ios, cybersecurity, data analytics, data governance, data integration, data visualization, database design, design patterns, devops, html, integration testing, linux, machine learning, microservices, network security, python, r programming, rest api, software engineering, system design, virtualization, web development, windows server","a/b testing, amazon web services, api development, cloud architecture, cloud security, cloud storage, data analysis, data mining, data pipeline, data pipelines, data quality, data validation, data warehouse, database administration, deep learning, distributed systems, docker, github, google cloud, information security, infrastructure monitoring, javascript, jquery, kubernetes, microsoft sql server, mysql, nosql, object oriented programming, penetration testing, postgresql, rest apis, service oriented architecture, shell scripting, software development lifecycle, sql server, statistics, unit testing, web services"
